id|Kanji|Strokes|"Name of Radical"|"Radical Freq."|"Reading within Joyo"|"Reading beyond Joyo"|"On within Joyo"|"Translation of On"|"Kun within Joyo"|"Translation of Kun"|"Kanji Frequency with Proper Nouns"
1509|唐|10|"Kuchi, Kuchihen"|70|トウ、から||too|"Tang (dynasty); China; foreign countries. Chinese; Korean; Foreign"|kara|"China; Cathay; Korea; Foreign countries. Chinese; Korean; Foreign"|6605
1438|呈|7|"Kuchi, Kuchihen"|70|テイ||tei|"offer, present; send (a letter);  exhibit; develop (symptoms); assume (airs)"|-|-|6591
1224|荘|9|Kusakanmuri|47|ソウ|ショウ、ジョウ|soo|"villa, inn"|-|-|6533
833|疾|10|Yamaidare|15|シツ|や|shitsu|"illness, disease"|-|-|6525
783|肢|8|"Niku, Nikuzuki"|44|シ||shi|"limbs, arms and legs"|-|-|6503
30|偉|12|"Hito, Ninben, Hitoyane"|104|イ、えら-い||i|greatness|era(i)|"great, famous, excellent, remarkable"|6493
244|釜|10|"Kane, Kanehen"|33|かま|プ|‐|-|kama|"kettle, cauldron, iron pot; bioler"|6485
1881|墨|14|"Tsuchi, Tsuchihen"|50|ボク、すみ||boku|"India ink, Chinese ink; ink stick; inked marking string; ink (of a squid) "|sumi|"India ink, Chinese ink; ink stick; inked marking string; ink (of a squid) "|6475
1218|壮|6|Samurai|5|ソウ||soo|"manhood; prosperity"|-|-|6473
455|隅|12|Kozatohen|31|グウ、すみ||guu|corner|sumi|"corner, nook"|6440
420|仰|6|"Hito, Ninben, Hitoyane"|104|ギョウ、[コウ]、あお-ぐ、おお-せ||"gyoo, [koo]"|"look up; look up to; ask for, depend on; seek; respect, revere; drink, take"|"ao(gu), oo(se)"|"look up; look up to; ask for, depend on; seek; respect, revere; drink, take; statement, command, wishes (of a superior)"|6430
250|汗|6|"Mizu, Sanzui, Shitamizu"|118|カン、あせ||kan|"be sweaty"|ase|perspiration|6422
1978|猶|12|"Inu, Kemonohen"|17|ユウ|なお|yuu|"further, furthermore, still, still more, yet; just like "|-|-|6413
1096|崇|11|"Yama, Yamahen"|16|スウ|シュウ、たか、あが|suu|high|-|-|6388
1089|酔|11|"Tori, Torihen"|14|スイ、よ-う||sui|"get drunk; feel sick; be poisoned; be elated, be spellbound"|yo(u)|"get drunk; feel sick; be poisoned; be elated, be spellbound"|6346
699|宰|10|Ukanmuri|36|サイ||sai|"manager; rule"|-|-|6346
700|栽|10|"Ki, Kihen"|85|サイ||sai|planting|-|-|6341
11|嵐|12|"Yama, Yamahen"|16|あらし|ラン|-|-|arashi|"storm, tempest"|6337
639|溝|13|"Mizu, Sanzui, Shitamizu"|118|コウ、みぞ||koo|"ditch, gutter, sewer, drain "|mizo|"ditch, gutter, drain; groove, slot; gulf, gap "|6312
157|靴|13|"Kakunokawa, Kawahen"|2|カ、くつ||ka|shoes|kutsu|"shoes, boots"|6310
83|悦|10|"Kokoro, Risshinben, Shitagokoro"|76|エツ|よろこ|etsu|"joy, rapture, ecstasy, amusement"|-|-|6261
664|酷|14|"Tori, Torihen"|14|コク|きび|koku|"severity, cruelty"|-|-|6166
1040|尻|5|Shikabane|15|しり||-|-|shiri|"buttocks, hips; rear or back of a person; bottom(of a kettle); tail end, tag end"|6156
1708|鼻|14|Hana|1|ビ、はな||bi|nasal|hana|"nose; snout, muzzle"|6110
1338|胆|9|"Niku, Nikuzuki"|44|タン|きも、ぎも|tan|"gall bladder; courage"|-|-|6103
1429|墜|15|"Tsuchi, Tsuchihen"|50|ツイ|お|tsui|fall|-|-|6103
1877|朴|6|"Ki, Kihen"|85|ボク|ほお|boku|"simple, plain; docile"|-|-|6090
1459|泥|8|"Mizu, Sanzui, Shitamizu"|118|デイ、どろ|なず|dei|"mud, mire"|doro|"mud, mire, dirt, slush; disgrace"|6089
862|寂|11|Ukanmuri|36|ジャク、[セキ]、さび、さび-しい、さび-れる||"jaku, [seki]"|"quietly; death of a priest"|"sabi, sabi(shii), sabi(reru)"|"patina, antique look; elegant simplicity; trained recite's voice. lonely, lonesome; solitary, deserted, desolate"|6064
957|徐|10|Gyooninben|19|ジョ|おもむ|jo|"slowly, deliberately, gently"|-|-|6055
1853|乏|4|No|4|ボウ、とぼ-しい||boo|"meager, scarce, limited; destitute, hard up "|tobo(shii)|"meager, scarce, limited; destitute, hard up "|6046
1854|忙|6|"Kokoro, Risshinben, Shitagokoro"|76|ボウ、いそが-しい||boo|"busy, occupied"|isoga(shii)|"busy, occupied"|6003
1498|刀|2|"Katana, Rittoo"|32|トウ、かたな|ト|too|"sword, saber, knife, engraving tool"|katana|"sword, blade"|5979
453|偶|11|"Hito, Ninben, Hitoyane"|104|グウ||guu|"even number; couple, man and wife; friend; same kind; doll"|-|-|5943
1866|傍|12|"Hito, Ninben, Hitoyane"|104|ボウ、かたわ-ら|ホウ|boo|"side; besides; while"|katawa(ra)|"side; besides; while"|5937
953|如|6|"Onna, Onnahen"|36|ジョ、ニョ|ごと、し|"jo, 	nyo"|"like, such as, as if"|-|-|5931
1342|嘆|13|"Kuchi, Kuchihen"|70|タン、なげ-く、なげ-かわしい||tan|sigh|"nage(ku), nage(kawashii)"|"sigh, lament, moan, grieve; regret, deplore, sorrow. sad, wretched, deplorable"|5929
340|宜|8|Ukanmuri|36|ギ|よろ、むべ|gi|"good, good-natured; pleasing; precious; noble; lovely, beautiful, fine; lucky; efficacious; right; suitable, justifiable; appropriate, satisfactory; better; all right; unnecessary; no objection; intimate, friendly; easy; well; desirous"|-|-|5920
338|騎|18|"Uma, Umahen"|11|キ||ki|"riding on horses; counter for horsemen"|-|-|5900
473|径|8|Gyooninben|19|ケイ|みち|kei|"path; diameter; method"|-|-|5895
1434|坪|8|"Tsuchi, Tsuchihen"|50|つぼ||-|-|tsubo|"area about 36 square feet"|5882
563|虎|8|Toragashira|5|コ、とら||ko|"tiger, drunkard"|tora|"tiger, drunkard"|5877
1969|癒|18|Yamaidare|15|ユ、い-える、い-やす||yu|"heal, cure; quench (thirst); wreak (vengeance)"|"i(eru), i(yasu)"|"heal, cure; quench (thirst); wreak (vengeance). recover, be healed "|5821
1186|践|13|"Ashi, Ashihen"|11|セン|ふ|sen|"step on, trample on, stamp on; carry through, practice; appraise; set foot on; evade payment"|-|-|5799
2053|粒|11|"Kome, Komehen"|10|リュウ、つぶ||ryuu|"grain, drop"|tsubu|"grain, drop; counter for tiny particles"|5789
1537|洞|9|"Mizu, Sanzui, Shitamizu"|118|ドウ、ほら|トウ|doo|cavity|hora|"cave, den, excavation"|5744
1147|惜|11|"Kokoro, Risshinben, Shitagokoro"|76|セキ、お-しい、お-しむ|シャク|seki|"be sparing of; be frugal with; be stingy with; regret; value, prize; be reluctant "|"o(shii), o(shimu)"|"be sparing of; be frugal with; be stingy with; regret; value, prize; be reluctant. regrettable, pitiful, disappointing; precious; wasteful"|5739
1426|鎮|18|"Kane, Kanehen"|33|チン、しず-める、しず-まる||chin|"ancient garrisons for peace-preservation"|"shizu(meru), shizu(maru)"|"get quiet, calm down, grow still; subside, die down; be suppressed. calm, pacify; soothe, alleviate; appease; suppress, quell"|5731
886|舟|6|"Fune, Funehen"|8|シュウ、ふね、[ふな]||shuu|boat|"fune, [funa]"|"boat, ship, vessel, steamer, liner, barge; shipping; tank, trough, cistern, vat "|5711
1271|俗|9|"Hito, Ninben, Hitoyane"|104|ゾク||zoku|"customs, manners; the world; worldliness; vulgarity; mundane things; the laity"|-|-|5701
2021|羅|19|Amigashira|7|ラ||ra|"silk gauze, thin silk"|-|-|5681
1194|繊|17|"Ito, Itohen"|63|セン||sen|"fine, slender; thin kimono"|-|-|5679
1177|扇|10|"To, Tokanmuri"|6|セン、おうぎ||sen|fan|oogi|"folding fan"|5663
2077|厘|9|Gandare|4|リン||rin|"one-tenth of a sen; one-tenth of a bu"|-|-|5648
168|芽|8|Kusakanmuri|47|ガ、め||ga|"sprout, spear, germ"|me|"sprout, spear, germ"|5645
1950|紋|10|"Ito, Itohen"|63|モン||mon|"crest; (textile) figures"|-|-|5644
1359|恥|10|"Kokoro, Risshinben, Shitagokoro"|76|チ、は-じる、はじ、は-じらう、は-ずかしい||chi|"shame, dishonor, disgrace, humiliation, insult "|"ha(jiru), haji, ha(jirau), ha(zukashii)"|"shame, dishonor, disgrace, humiliation, insult. feel ashamed. feel shy, be coy, be bashful, blush. bashful, ashamed, coy; disgraceful, shameful"|5614
1518|塔|12|"Tsuchi, Tsuchihen"|50|トウ||too|"tower, pagoda, steeple, obelisk, monument"|-|-|5605
1735|瓶|11|Kawara|2|ビン|ヘイ、かめ、がめ|bin|"bottle, vial, jar, flask"|-|-|5566
579|呉|7|"Kuchi, Kuchihen"|70|ゴ|くれ|go|"give; do (something) for"|-|-|5540
1414|澄|15|"Mizu, Sanzui, Shitamizu"|118|チョウ、す-む、す-ます||choo|"be clear, become clear, clarify"|"su(mu), su(masu)"|"be clear, become clear, clarify. clear, settle; strain (one's ears); look grave"|5535
2098|麗|19|Shika|3|レイ、うるわ-しい|ライ|rei|"beautiful, bright and clear, fine, serene "|uruwa(shii)|"beautiful, lovely, graceful"|5531
201|涯|11|"Mizu, Sanzui, Shitamizu"|118|ガイ||gai|shore|-|-|5496
938|循|12|Gyooninben|19|ジュン||jun|follow|-|-|5467
1562|豚|11|Inoko|3|トン、ぶた||ton|hog|buta|"pig, hog, swine"|5429
251|缶|6|Hotogi|1|カン||kan|can|-|-|5429
1409|腸|13|"Niku, Nikuzuki"|44|チョウ|はらわた|choo|"intestines, bowels, entrails; digestive system in lower animals"|-|-|5404
1962|闇|17|Mongamae|11|やみ||-|-|yami|"darkness; grief, gloom; disorder, black market"|5404
1639|麦|7|Mugi|2|バク、むぎ||baku|"wheat, barley, oats, rye"|mugi|"wheat, barley, oats, rye"|5389
684|沙|7|"Mizu, Sanzui, Shitamizu"|118|サ|シャ、すな|sa|sand|-|-|5326
679|魂|14|"Oni, Kinyoo"|4|コン、たましい||kon|"soul, spirit"|tamashii|"soul, spirit"|5312
835|湿|12|"Mizu, Sanzui, Shitamizu"|118|シツ、しめ-る、しめ-す||shitsu|"dampness, moisture; itch "|"shime(ru), shime(su)"|"get damp, get moist, get wet. wet, moisten, dampen "|5283
1548|匿|10|Kakushigamae|4|トク|かく|toku|"shelter, shield, hide"|-|-|5280
743|皿|5|Sara|8|さら||-|-|sara|"dish; a helping; a course"|5278
2064|涼|11|"Mizu, Sanzui, Shitamizu"|118|リョウ、すず-しい、すず-む||ryoo|cool|"suzu(shii), suzu(mu)"|"cool oneself, enjoy the evening air. cool, refreshing"|5234
180|拐|8|Tehen|89|カイ|かどわか|kai|"falsify, kidnap"|-|-|5223
525|拳|10|Tehen|89|ケン、こぶし||ken|fist|kobushi|fist|5187
1920|矛|5|Hoko|1|ム、ほこ||mu|"halberd; arms; festival car, float "|hoko|"halberd; arms; festival car, float "|5160
1212|疎|12|Hiki|2|ソ、うと-い、うと-む|まば|so|"rough, sparseness, estrangement"|"uto(i), uto(mu)"|"neglect, shun, alienate. distant, estranged; disinterested, ignorant of "|5159
179|怪|8|"Kokoro, Risshinben, Shitagokoro"|76|カイ、あや-しい、あや-しむ|ケ|kai|"mystery; apparition"|"aya(shii), aya(shimu)"|"doubt; be suspicious of; wonder at; undependable, mysterious, strange"|5157
1298|怠|9|"Kokoro, Risshinben, Shitagokoro"|76|タイ、おこた-る、なま-ける||tai|"laziness, neglect"|"okota(ru), nama(keru)"|"neglect; be off guard; be feeling better. be lazy, be idle"|5155
1485|吐|6|"Kuchi, Kuchihen"|70|ト、は-く||to|"disgorge, vomit; belch, emit; give vent to; confess; tell (lies), speak "|ha(ku)|"disgorge, vomit; belch, emit; give vent to; confess; tell (lies), speak "|5124
1526|筒|12|"Take, Takekanmuri"|24|トウ、つつ||too|"pipette, tube"|tsutsu|"pipe, tube, case, gun barrel, sleeve, well curb"|5078
1071|刃|3|"Katana, Rittoo"|32|ジン、は|ニン|jin|"blade, sword, cutting tool"|ha|"blade, edge"|5075
922|粛|11|Fudezukuri|1|シュク||shuku|"quietly, softly, solemnly"|-|-|5064
2121|廊|12|Madare|17|ロウ||roo|"corridor, hall, lobby; tower; watchtower"|-|-|5063
512|潔|15|"Mizu, Sanzui, Shitamizu"|118|ケツ、いさぎよ-い|きよ|ketsu|"pure, clean, righteous; manly, gallant, sportsmanlike"|isagiyo(i)|"pure, clean, righteous; manly, gallant, sportsmanlike"|5027
1039|辱|10|Shinnotatsu|2|ジョク、はずかし-める||joku|"humiliate, put to shame, disgrace, insult; rape, assault"|hazukashi(meru)|"humiliate, put to shame, disgrace, insult; rape, assault"|5015
154|嫁|13|"Onna, Onnahen"|36|カ、よめ、とつ-ぐ||ka|"marry (a man); be married to; blame"|"yome, totsu(gu)"|"marry off; get married; bride, young wife, daughter-in law"|5007
1889|凡|3|Tsukue|1|ボン、[ハン]||"bon, [han]"|mediocrity|-|-|5003
1157|窃|9|"Ana, Anakanmuri"|10|セツ||setsu|steal|-|-|4988
731|錯|16|"Kane, Kanehen"|33|サク||saku|"mix, be in discorder"|-|-|4961
871|珠|10|"Tama, Oo"|15|シュ|ス、ズ、たま、だま|shu|"gem, jewel"|-|-|4944
86|閲|15|Mongamae|11|エツ||etsu|"inspection, revision"|-|-|4936
1511|桃|10|"Ki, Kihen"|85|トウ、もも||too|peach|momo|peach|4926
1161|摂|13|Tehen|89|セツ|と|setsu|"act in place of; carry on in addition to"|-|-|4893
465|薫|16|Kusakanmuri|47|クン、かお-る||kun|"send forth fragrance, be scented, impregnate with"|kao(ru)|"smell, be fragrant"|4878
1565|鈍|12|"Kane, Kanehen"|33|ドン、にぶ-い、にぶ-る||don|"dullness, slowness, foolishness"|"nibu(i), nibu(ru)"|"dull, slow; blunt (tool); dim (light); thick (voice). become dull, weaken "|4875
189|塊|13|"Tsuchi, Tsuchihen"|50|カイ、かたまり||kai|"lump, chunk, clod, mass, clot, ingot"|katamari|"lump, chunk, clod, mass; clump, cluster, group; flock; bigotry; personification (of)"|4858
1724|苗|8|Kusakanmuri|47|ビョウ、なえ、[なわ]|ミョウ|byoo|"seedling, sapling, shoot"|"nae, [nawa]"|"seedling, sapling, shoot"|4836
1901|膜|14|"Niku, Nikuzuki"|44|マク||maku|membrane|-|-|4833
1346|鍛|17|"Kane, Kanehen"|33|タン、きた-える||tan|"forge, temper; drill, train, practice"|kita(eru)|"forge, temper; drill, train, practice"|4813
1733|頻|17|Oogai|22|ヒン|しき|hin|"repeat, occur repeatedly"|-|-|4803
1833|奉|8|Dai|16|ホウ、[ブ]、たてまつ-る||"hoo, [bu]"|"present, dedicate; obey, follow, believe in, serve "|tatematsu(ru)|"offer, present; revere; do respectfully"|4794
1775|沸|8|"Mizu, Sanzui, Shitamizu"|118|フツ、わ-く、わ-かす||futsu|"boil, get hot; ferment; seethe; be in an uproar; gush out; grow, breed, be hatched "|"wa(ku), wa(kasu)"|"boil, get hot; ferment; seethe; be in an uproar; gush out; grow, breed, be hatched. heat up (the bath); melt "|4793
2|哀|9|"Kuchi, Kuchihen"|70|アイ、あわ-れ、あわ-れむ|かな|ai|"pity, have mercy on, sympathize with"|"awa(re), awa(remu)"|"pity, have mercy on, sympathize with, grief, sorrow, misery; compassion, pathos"|4792
1751|符|11|"Take, Takekanmuri"|24|フ||fu|"sign, mark, tally; charm, amulet"|-|-|4789
892|臭|9|Mizukara|2|シュウ、くさ-い、にお-う||shuu|"odor, savor, fragrance "|"kusa(i), nio(u)"|"ill-smelling; suspicious-looking. smell, odor, scent; stench; fragrance, aroma, perfume "|4787
1362|痴|13|Yamaidare|15|チ||chi|foolish|-|-|4755
1975|悠|11|"Kokoro, Risshinben, Shitagokoro"|76|ユウ|はる|yuu|"distant, longtime; leisure"|-|-|4748
1367|畜|10|"Ta, Tahen"|19|チク||chiku|"domesticated fowl and animals"|-|-|4741
1484|斗|4|Tomasu|3|ト||to|"ten sho (1 to = 4.8 gallons (U.S.)= 18 liters); a one-to measure; sake ladle; the Big Dipper"|-|-|4728
849|斜|11|Tomasu|3|シャ、なな-め||sha|"slanting, oblique"|nana(me)|"slanting, diagonal, oblique, askew; unpleasant, disagreeable "|4722
1053|娠|10|"Onna, Onnahen"|36|シン||shin|pregnancy|-|-|4721
873|腫|13|"Niku, Nikuzuki"|44|シュ、は-れる、は-らす||shu|"tumor, swelling"|"ha(reru), ha(rasu)"|"swell, become swollen; inflame, cause to swell"|4714
264|喚|12|"Kuchi, Kuchihen"|70|カン|よ|kan|"cry, scream, yell, shout, clamor"|-|-|4705
1838|泡|8|"Mizu, Sanzui, Shitamizu"|118|ホウ、あわ||hoo|"bubble, foam, froth, scum, suds "|awa|"bubble, foam, froth, scum, suds "|4698
205|該|13|"Gon, Gonben"|68|ガイ||gai|"the said"|-|-|4696
25|胃|9|"Niku, Nikuzuki"|44|イ||i|"stomach; paunch, crop, craw"|-|-|4658
225|穫|18|"Nogi, Nogihen"|23|カク|か|kaku|"harvest, reap"|-|-|4657
31|椅|12|"Ki, Kihen"|85|イ||i|chair|-|-|4614
1589|忍|7|"Kokoro, Risshinben, Shitagokoro"|76|ニン、しの-ぶ、しの-ばせる||nin|"bear, endure, put up with; hide (oneself) "|"shino(bu), shino(baseru)"|"bear, endure, put up with; hide (oneself). conceal, secrete "|4604
500|鯨|19|"Uo, Uohen"|3|ゲイ、くじら||gei|whale|kujira|whale|4599
540|鍵|17|"Kane, Kanehen"|33|ケン、かぎ||ken|(piano)key|kagi|key|4581
1517|陶|11|Kozatohen|31|トウ|すえ|too|"porcelain, pottery"|-|-|4580
155|暇|13|"Nichi, Nichihen"|38|カ、ひま|いとま|ka|"rest, leisure"|hima|"time; leisure; poor business; leave of absence; dismissal; divorce"|4561
1022|蒸|13|Kusakanmuri|47|ジョウ、む-す、む-れる、む-らす||joo|"steam, heat up (with steam); be close, be sultry; foment, poultice "|"mu(su), mu(reru), mu(rasu)"|"steam, heat up (with steam); be close, be sultry; foment, poultice. be stuffy, get musty; moulder, heat. cook by steam "|4537
1572|謎|17|"Gon, Gonben"|68|なぞ||-|-|nazo|"riddle, puzzle, enigma; hint, tip"|4515
1553|篤|16|"Take, Takekanmuri"|24|トク|あつ|toku|"kind, cordial, fervent, affectionate; serious (illness)"|-|-|4476
908|汁|5|"Mizu, Sanzui, Shitamizu"|118|ジュウ、しる||juu|juice|shiru|"juice; sap; soup, broth; gravy; pus "|4464
92|宴|10|Ukanmuri|36|エン|うたげ|en|"feast, banquet, party, entertainment"|-|-|4440
126|卸|9|"Fushizukuri, Warifu"|6|おろ-す、おろし||-|-|"oro(su), oroshi"|"sell at wholesale; grated (vegetables); wholesale"|4439
2011|謡|16|"Gon, Gonben"|68|ヨウ、うたい、うた-う||yoo|chant|"utai, uta(u)"|"chanting of the noh; chant; noh singer"|4420
884|囚|5|Kunigamae|12|シュウ|とら|shuu|"criminal, arrest"|-|-|4408
868|狩|9|"Inu, Kemonohen"|17|シュ、か-る、か-り||shu|hunt|"ka(ru), ka(ri)"|"hunt. hunting; raiding; gathering (mushrooms); viewing (maples)"|4377
394|凶|4|Ukebako|4|キョウ||kyoo|"evil; bad luck; disaster; bad harvest"|-|-|4290
362|弓|3|"Yumi, Yumihen"|11|キュウ、ゆみ||kyuu|"bow; violin bow"|yumi|"bow; archery; violin bow; bow shape"|4289
1101|寸|3|Sun|12|スン||sun|"one-tenth of a foot; measure"|-|-|4287
599|后|6|"Kuchi, Kuchihen"|70|コウ|ゴ、きさき|koo|"after; behind; back; later"|-|-|4260
1078|腎|13|"Niku, Nikuzuki"|44|ジン||jin|kidney|-|-|4246
1867|帽|12|"Haba, Kinben"|17|ボウ||boo|"cap, headgear"|-|-|4246
1091|睡|13|"Me, Mehen"|19|スイ|ねむ|sui|"sleep, die"|-|-|4241
196|貝|7|"Kai, Kaihen"|35|かい||-|-|kai|"shell, shellfish"|4204
1344|綻|14|"Ito, Itohen"|63|タン、ほころ-びる||tan|"be rent, be ripped; unravel, run; begin to open; smile"|hokoro(biru)|"be rent, be ripped; unravel, run; begin to open; smile"|4191
1641|縛|16|"Ito, Itohen"|63|バク、しば-る||baku|"arrest, binding"|shiba(ru)|"bind, tie, fasten, truss, fetter, restrain, chain; arrest, catch "|4189
947|庶|11|Madare|17|ショ||sho|"all; illegitimate child"|-|-|4168
822|磁|14|"Ishi, Ishihen"|16|ジ||ji|"magnetism; porcelain"|-|-|4153
665|獄|14|"Inu, Kemonohen"|17|ゴク|ひとや|goku|"prison, jail"|-|-|4149
820|慈|13|"Kokoro, Risshinben, Shitagokoro"|76|ジ、いつく-しむ|シ|ji|"love, be affectionate to; pity"|itsuku(shimu)|"love, be affectionate to; pity"|4142
1086|粋|10|"Kome, Komehen"|10|スイ、いき||sui|"purity, essence, pith, cream, pick, elite, choice; elegance; fashion; taste; gracefulness; considerateness"|iki|"chic, style"|4129
1402|眺|11|"Me, Mehen"|19|チョウ、なが-める||choo|"watch, look at, see; scrutinize"|naga(meru)|"watch, look at, see; scrutinize"|4119
1021|畳|12|"Ta, Tahen"|19|ジョウ、たた-む、たたみ||joo|"mat counter"|"tata(mu), tatami"|"fold, fold up, furl, shut up, shut; wind up (affairs); do away with, kill; bear in mind. folding, collapsible "|4113
404|挟|9|Tehen|89|キョウ、はさ-む、はさ-まる|さしはさ|kyoo|"put between, hold between; insert, jam into; nip; interpose"|"hasa(mu), hasa(maru)"|"put between, hold between; insert, jam into; nip; interpose; get between, be caught in, be jammed in, be hemmed in, be sandwiched between, be pinned under, lie between"|4111
1074|迅|6|Shinnyoo|51|ジン||jin|fast|-|-|4107
380|窮|15|"Ana, Anakanmuri"|10|キュウ、きわ-める、きわ-まる||kyuu|"be destitute; suffer; be perplexed; be cornered"|"kiwa(meru), kiwa(maru)"|"investigate thoroly, carry to extremes, be in a dilemma"|4098
916|獣|16|"Inu, Kemonohen"|17|ジュウ、けもの||juu|"animal, beast"|kemono|"animal, beast"|4096
1325|諾|15|"Gon, Gonben"|68|ダク||daku|"assent, consent, agreement"|-|-|4088
866|朱|6|"Ki, Kihen"|85|シュ|ス、あか、あけ|shu|"cinnabar; vermilion"|-|-|3998
1210|粗|11|"Kome, Komehen"|10|ソ、あら-い|ほぼ|so|"roughness, coarseness, not fine; neglect; careless"|ara(i)|"rough, coarse, rugged; loose (fabric); large (meshes)"|3991
1860|肪|8|"Niku, Nikuzuki"|44|ボウ||boo|fat|-|-|3944
1257|憎|14|"Kokoro, Risshinben, Shitagokoro"|76|ゾウ、にく-む、にく-い、にく-らしい、にく-しみ||zoo|"hate, detest"|"niku(mu), niku(i), niku(rashii), niku(shimi)"|"hate, detest. hateful, abominable; poor-looking. horrible, provoking. hatred, enmity "|3933
1324|濯|17|"Mizu, Sanzui, Shitamizu"|118|タク|あら|taku|"wash, pour on, rinse"|-|-|3916
1578|尼|5|Shikabane|15|ニ、あま||ni|nun|ama|nun|3905
2033|藍|18|Kusakanmuri|47|ラン、あい||ran|"indigo (blue); indigo plant"|ai|"indigo (blue); indigo plant"|3898
1840|俸|10|"Hito, Ninben, Hitoyane"|104|ホウ||hoo|salary|-|-|3891
421|暁|12|"Nichi, Nichihen"|38|ギョウ、あかつき|キョウ|gyoo|"dawn, daybrake; in the event (of)"|akatsuki|"dawn, daybrake; in the event (of)"|3889
1456|艇|13|"Fune, Funehen"|8|テイ||tei|"small boat"|-|-|3883
1700|碑|14|"Ishi, Ishihen"|16|ヒ|いしぶみ|hi|"monument, tombstone"|-|-|3882
1164|舌|6|Shita|1|ゼツ、した||zetsu|"tongue; reed; clapper"|shita|"tongue; reed; clapper"|3874
1250|燥|17|"Hi, Hihen, Renga"|26|ソウ||soo|"dry up"|-|-|3865
1756|膚|15|"Niku, Nikuzuki"|44|フ|はだ|fu|"skin, body; grain, texture; disposition"|-|-|3847
511|傑|13|"Hito, Ninben, Hitoyane"|104|ケツ||ketsu|excellent|-|-|3843
573|鼓|13|Tsuzumi|1|コ、つづみ||ko|drum|tsuzumi|drum|3838
1059|紳|11|"Ito, Itohen"|63|シン||shin|"good belt; gentleman"|-|-|3837
1943|盲|8|"Me, Mehen"|19|モウ||moo|blindness|-|-|3809
1242|僧|13|"Hito, Ninben, Hitoyane"|104|ソウ||soo|"monk, priest"|-|-|3804
174|灰|6|"Hi, Hihen, Renga"|26|カイ、はい||kai|ashes|hai|ashes|3803
712|塞|13|"Tsuchi, Tsuchihen"|50|サイ、ソク、ふさ-ぐ、ふさ-がる||"sai, soku"|"close, shut, cover, block, wall up obstruct, fill; occupy"|"fusa(gu), fusa(garu)"|"close, shut, cover, block, wall up obstruct, fill; occupy; be closed, be blocked, be obstructed, be clogged, be shut; be occupied"|3791
643|酵|14|"Tori, Torihen"|14|コウ||koo|fermentation|-|-|3771
1094|髄|19|"Hone, Honehen"|3|ズイ||zui|"marrow, pith"|-|-|3759
423|凝|16|Nisui|6|ギョウ、こ-る、こ-らす||gyoo|"freeze, congeal"|"ko(ru), ko(rasu)"|"feel stiff, get stiff; be absorbed in, be devoted to, be a fanatic; elaborate; concentrate, devote, apply, strain, rack"|3717
1783|憤|15|"Kokoro, Risshinben, Shitagokoro"|76|フン、いきどお-る||fun|"resent, be indignant, become angry "|ikidoo(ru)|"resent, be indignant, become angry "|3711
1026|錠|16|"Kane, Kanehen"|33|ジョウ||joo|"lock, padlock, latch; pill; close up, counter for pills"|-|-|3703
2084|累|11|"Ito, Itohen"|63|ルイ||rui|"involvement, trouble; tie up; pile up; continually "|-|-|3693
1008|鐘|20|"Kane, Kanehen"|33|ショウ、かね|シュ|shoo|"bell, gong, chimes, carillon"|kane|"bell, gong, chimes, carillon"|3667
1146|隻|10|Furutori|9|セキ||seki|"counter for ships, fish, birds, arrows, etc., and one of a pair"|-|-|3641
1452|偵|11|"Hito, Ninben, Hitoyane"|104|テイ||tei|spy|-|-|3586
1083|垂|8|"Tsuchi, Tsuchihen"|50|スイ、た-れる、た-らす||sui|"suspend, hang down; slouch"|"ta(reru), ta(rasu)"|"suspend, hang down; slouch. hang, droop, drop, lower, pull down; dangle; sag; drip, ooze, trickle; leave behind (at death); give, confer "|3553
1640|漠|13|"Mizu, Sanzui, Shitamizu"|118|バク|ひろ|baku|"vague, obscure; deserd; wide"|-|-|3541
1433|漬|14|"Mizu, Sanzui, Shitamizu"|118|つ-ける、つ-かる||-|-|"tsu(keru), tsu(karu)"|"soak, moisten, steep; pickle, preserve, add (salt) to. be soaked in; be submerged; be flooded; take a dip; be seasoned "|3530
267|敢|12|Nobun|16|カン|あ|kan|"sad, tragic, pitiful; frail, feeble; fleeting; unkind"|-|-|3528
283|憾|16|"Kokoro, Risshinben, Shitagokoro"|76|カン||kan|"regret, be sorry for"|-|-|3524
962|召|5|"Kuchi, Kuchihen"|70|ショウ、め-す||shoo|"call, send for; wear, put on; take (a bath); ride in; buy; eat, drink; catch (a cold) "|me(su)|"call, send for; wear, put on; take (a bath); ride in; buy; eat, drink; catch (a cold) "|3516
2070|寮|15|Ukanmuri|36|リョウ||ryoo|"hostel, dormitory; villa; tea pavilion "|-|-|3482
1492|賭|16|"Kai, Kaihen"|35|ト、か-ける||to|gambling|ka(keru)|"wager, place a bet"|3464
1274|賊|13|"Kai, Kaihen"|35|ゾク||zoku|"robber; rebel; traitor"|-|-|3456
1782|墳|15|"Tsuchi, Tsuchihen"|50|フン||fun|"mound; tomb"|-|-|3436
451|愚|13|"Kokoro, Risshinben, Shitagokoro"|76|グ、おろ-か||gu|"folly, foolishness, absurdity; fool"|oro(ka)|"foolish, stupid, dull"|3412
1233|曹|11|Hirabi|8|ソウ||soo|friend|-|-|3399
1698|扉|12|"To, Tokanmuri"|6|ヒ、とびら||hi|"door; title page, front page"|tobira|"door; title page, front page"|3388
